id,created_at,text,favorite_count,retweet_count,created
900860502603071488,Thu Aug 24 23:20:55 +0000 2017,"@MetroRailInfo Red line car 3219 is a #wmata #hotcar HT @dsep84. Reported 1x in 2017, 4x since 2013. https://t.co/Fb97jLbx7d",0,0,2017-08-24 19:20:55-04:00
900858302606827520,Thu Aug 24 23:12:11 +0000 2017,@Astronomeous @unsuckdcmetro @alliehilda @Metrorailinfo @TGowdySC I honestly thought that @unsuckdcmetro told me to? https://t.co/ZPlq4KmEJg,0,0,2017-08-24 19:12:11-04:00
900857884220821509,Thu Aug 24 23:10:31 +0000 2017,"@unsuckdcmetro @alliehilda @Metrorailinfo Oh, wait you mean a tax? I am OK with that. I thought that you ment I sho? https://t.co/EJ2VhsArA9",0,0,2017-08-24 19:10:31-04:00
900855339385581569,Thu Aug 24 23:00:24 +0000 2017,"@unsuckdcmetro @Randimations @alliehilda @Metrorailinfo Not just us, doc... @TGowdySC's SC peeps, Montana, Iowa, TX? https://t.co/w6x8DMpFc4",1,0,2017-08-24 19:00:24-04:00
900853944800481280,Thu Aug 24 22:54:52 +0000 2017,"RT @MetroHotCars: @MetroRailInfo Car 2043 is a #wmata #hotcar HT @EdChernosky. Reported 5x in 2017, 13x since 2013. https://t.co/ZbDRP2mOZk",0,1,2017-08-24 18:54:52-04:00
900851610670256128,Thu Aug 24 22:45:35 +0000 2017,"@MetroRailInfo Car 2043 is a #wmata #hotcar HT @EdChernosky. Reported 5x in 2017, 13x since 2013. https://t.co/ZbDRP2mOZk",1,1,2017-08-24 18:45:35-04:00
900848507094945792,Thu Aug 24 22:33:15 +0000 2017,There is a really angry mother on my @Metrorailinfo car. 3013. She has screamed at her little boy on and off the whole ride.,0,0,2017-08-24 18:33:15-04:00
900847052535582722,Thu Aug 24 22:27:28 +0000 2017,@EdChernosky @Metrorailinfo @decindc Silly you. We #WMATA paying customers must wait 4 @amaxsmith &amp; @WTOP 2 tell us? https://t.co/4Bn2MfRbiX,1,0,2017-08-24 18:27:28-04:00
900842497122988032,Thu Aug 24 22:09:22 +0000 2017,"@MetroRailInfo Red line car 3264 is a #wmata #hotcar HT @thereal_SNL. Reported 3x in 2017, 3x since 2013. https://t.co/IgSnurOZh2",0,0,2017-08-24 18:09:22-04:00
900842348434919424,Thu Aug 24 22:08:47 +0000 2017,@Metrorailinfo @wmata way too much heat emanating from car 3264 (red line) #hotcar #wmata,0,0,2017-08-24 18:08:47-04:00
900841823534559233,Thu Aug 24 22:06:42 +0000 2017,@alliehilda @Metrorailinfo @unsuckdcmetro It costs less to just maintain the cars. I can see how it was worth repla? https://t.co/Y3QgrV1MID,0,0,2017-08-24 18:06:42-04:00
900841164093435904,Thu Aug 24 22:04:04 +0000 2017,"@Randimations @Metrorailinfo @unsuckdcmetro The tradeoff is ?? maintenance for older cars as they age, or continued? https://t.co/Q9XSI4GMMa",0,0,2017-08-24 18:04:04-04:00
900840067673055232,Thu Aug 24 21:59:43 +0000 2017,"@unsuckdcmetro @alliehilda @Metrorailinfo Oh, hell no.",1,0,2017-08-24 17:59:43-04:00
900839980184080384,Thu Aug 24 21:59:22 +0000 2017,@Randimations @alliehilda @Metrorailinfo you,2,0,2017-08-24 17:59:22-04:00
900839828526440450,Thu Aug 24 21:58:46 +0000 2017,"@alliehilda @Metrorailinfo @unsuckdcmetro Old trains run perfectly fine. The problem is maintenance. Also, Where wo? https://t.co/Op1tRG7H2J",0,0,2017-08-24 17:58:46-04:00
900839451508834307,Thu Aug 24 21:57:16 +0000 2017,@Metrorailinfo I was. Thanks!,0,0,2017-08-24 17:57:16-04:00
900838015291056128,Thu Aug 24 21:51:34 +0000 2017,@Metrorailinfo confusion at McPherson. Board said Blue to Franconia but train sign/PA said Silver to Wiehle. What's up with that?,0,0,2017-08-24 17:51:34-04:00
900834378594607106,Thu Aug 24 21:37:07 +0000 2017,@Metrorailinfo @unsuckdcmetro And the next train is ALSO the older series of cars. Fingers crossed for no round 2 w? https://t.co/buBJJ2Ljgg,0,0,2017-08-24 17:37:07-04:00
900833957771653123,Thu Aug 24 21:35:26 +0000 2017,"@MetroRailInfo Yellow line car 2043 is a #wmata #hotcar HT @suziq_1980. Reported 4x in 2017, 12x since 2013. https://t.co/ZbDRP2mOZk",0,0,2017-08-24 17:35:26-04:00
900833794164494337,Thu Aug 24 21:34:47 +0000 2017,@MetroHotCars #wmata #hotcar 2043 #southbound on yellow #yl @Metrorailinfo,0,0,2017-08-24 17:34:47-04:00
900832393988321282,Thu Aug 24 21:29:14 +0000 2017,@Metrorailinfo Two blue trains in two mins at Pentagon but next yellow isn't for 10 mins. 3 blue will come before one yellow @unsuckdcmetro,0,0,2017-08-24 17:29:14-04:00
900832326049042433,Thu Aug 24 21:28:57 +0000 2017,RT @alliehilda: .@Metrorailinfo train offloading @ judiciary due to a door problem. More of the same...Please retire prehistoric cars! @uns?,0,4,2017-08-24 17:28:57-04:00
900832085870620672,Thu Aug 24 21:28:00 +0000 2017,RT @alliehilda: .@Metrorailinfo train offloading @ judiciary due to a door problem. More of the same...Please retire prehistoric cars! @uns?,0,4,2017-08-24 17:28:00-04:00
900831997538521088,Thu Aug 24 21:27:39 +0000 2017,RT @alliehilda: .@Metrorailinfo train offloading @ judiciary due to a door problem. More of the same...Please retire prehistoric cars! @uns?,0,4,2017-08-24 17:27:39-04:00
900831703056429058,Thu Aug 24 21:26:29 +0000 2017,RT @alliehilda: .@Metrorailinfo train offloading @ judiciary due to a door problem. More of the same...Please retire prehistoric cars! @uns?,0,4,2017-08-24 17:26:29-04:00
900831572475215872,Thu Aug 24 21:25:58 +0000 2017,.@Metrorailinfo train offloading @ judiciary due to a door problem. More of the same...Please retire prehistoric ca? https://t.co/IeOvKvBjzp,8,4,2017-08-24 17:25:58-04:00
900830458417729536,Thu Aug 24 21:21:32 +0000 2017,"@MetroRailInfo Car 5004 is a #wmata #hotcar HT @EdChernosky. Reported 3x in 2017, 11x since 2013. https://t.co/Z9LVB6iyIz",0,0,2017-08-24 17:21:32-04:00
900830276217131009,Thu Aug 24 21:20:49 +0000 2017,A sign w @Metrorailinfo bragging on escalator reliability next to a broken escalator.  SMH #back2good #myass? https://t.co/lT47YZKe2g,0,0,2017-08-24 17:20:49-04:00
900829472219377666,Thu Aug 24 21:17:37 +0000 2017,@RichardPettey @unsuckdcmetro @wmata Not the first time I?ve seen it do this @Metrorailinfo,0,0,2017-08-24 17:17:37-04:00
900823763989786628,Thu Aug 24 20:54:56 +0000 2017,Guess what @Metrorailinfo it was NOT  #ShadyGrove bound it was #Grosvenor. At #Bethesda 4:52 pm? https://t.co/DMhniBxhNC,0,0,2017-08-24 16:54:56-04:00
900802474419900416,Thu Aug 24 19:30:20 +0000 2017,"@MetroRailInfo Red line car 3264 is a #wmata #hotcar HT @quilssachent. Reported 2x in 2017, 2x since 2013. https://t.co/IgSnurOZh2",0,0,2017-08-24 15:30:20-04:00
900785121208524800,Thu Aug 24 18:21:23 +0000 2017,"@Metrorailinfo It was at Ballston, coming down from the street. As far as I could tell, all escalators suddenly stopped",0,0,2017-08-24 14:21:23-04:00
900778187185061888,Thu Aug 24 17:53:50 +0000 2017,@Metrorailinfo What's happening in Ballston? Sitting here. Station Mgr said trains R coming here but escalator stopped when I was on it.,0,0,2017-08-24 13:53:50-04:00
900733500327964673,Thu Aug 24 14:56:15 +0000 2017,@Metrorailinfo Lol y'all literally said this was ending on 8/11...... @unsuckdcmetro,1,0,2017-08-24 10:56:15-04:00
900730949947838469,Thu Aug 24 14:46:07 +0000 2017,"@jvoss0712 @Metrorailinfo Yes, @Metrorailinfo stopped the conversation here. Evidently not opening the station isn'? https://t.co/7RHBCYz8aE",1,0,2017-08-24 10:46:07-04:00
900729389125705731,Thu Aug 24 14:39:55 +0000 2017,@dcborn61 @Metrorailinfo Especially a female outside by herself in the early hours of the morning? That's not exact? https://t.co/cwHnSqZAI0,2,0,2017-08-24 10:39:55-04:00
900720430369124354,Thu Aug 24 14:04:19 +0000 2017,"@Metrorailinfo Also, on a better note, operator of my train re-opened the door to let an elderly blind woman on at? https://t.co/4bztcllTfy",0,0,2017-08-24 10:04:19-04:00
900718019512500224,Thu Aug 24 13:54:45 +0000 2017,"@Metrorailinfo @dcborn61 How are there ""no delays"" when the station opened 18 minutes late? #wmata",1,0,2017-08-24 09:54:45-04:00
900712191778848779,Thu Aug 24 13:31:35 +0000 2017,. @wmata @Metrorailinfo Potomac ave escalator lurched to a stop while I was on it for the 2nd time in 3 months. A warning would be nice.,0,0,2017-08-24 09:31:35-04:00
900702835029028864,Thu Aug 24 12:54:24 +0000 2017,"@EdChernosky @MagneticCrow @Metrorailinfo This is a good all around tip - helpful for signaling bus operators at night, too.",1,0,2017-08-24 08:54:24-04:00
900700359823429632,Thu Aug 24 12:44:34 +0000 2017,@EdChernosky @Metrorailinfo Made for a very dark ride in tunnels!,0,0,2017-08-24 08:44:34-04:00
900700239971135489,Thu Aug 24 12:44:06 +0000 2017,"@EdChernosky @Metrorailinfo Ah! it may have progressed. About 10 lights were permanently out, plus all but one ligh? https://t.co/byvCb6qCZL",0,0,2017-08-24 08:44:06-04:00
900697242629230593,Thu Aug 24 12:32:11 +0000 2017,@Metrorailinfo So you expect a passenger to wait at a locked gate for 18 minutes past opening time just hoping the? https://t.co/NlKqPyssWr,3,0,2017-08-24 08:32:11-04:00
900696859320209408,Thu Aug 24 12:30:40 +0000 2017,@Metrorailinfo When? I tweeted about this weeks ago and submitted a form.,1,0,2017-08-24 08:30:40-04:00
900690747497873413,Thu Aug 24 12:06:22 +0000 2017,@Metrorailinfo Thanks for your response. Did you alert the public of this issue so riders would known what was happening?,1,0,2017-08-24 08:06:22-04:00
900688573015490561,Thu Aug 24 11:57:44 +0000 2017,@Metrorailinfo Hi! In car 3060. Lights keep going out!,0,0,2017-08-24 07:57:44-04:00
900686724141133824,Thu Aug 24 11:50:23 +0000 2017,@Metrorailinfo Why didn?t it open on schedule?,1,0,2017-08-24 07:50:23-04:00
900684184871735297,Thu Aug 24 11:40:18 +0000 2017,"@Metrorailinfo Car 7223, as I recall. But I assume you know what train, and thus what cars, malfunctioned yesterday evening.",0,0,2017-08-24 07:40:18-04:00
900683846181691394,Thu Aug 24 11:38:57 +0000 2017,"RT @dcborn61: @Metrorailinfo What time did Eastern Market station open this morning? My wife saw locked gates at 5:15, had to Uber to work.?",0,2,2017-08-24 07:38:57-04:00
900681382996955137,Thu Aug 24 11:29:10 +0000 2017,"@Metrorailinfo What time did Eastern Market station open this morning? My wife saw locked gates at 5:15, had to Uber to work. #WMATA",1,2,2017-08-24 07:29:10-04:00
900681085658558464,Thu Aug 24 11:27:59 +0000 2017,Why is the south escalator out at Greensboro station again? Wasn't it down a week for maintenance early this summer? @Metrorailinfo,2,0,2017-08-24 07:27:59-04:00
900631992684904448,Thu Aug 24 08:12:54 +0000 2017,"RT @Millican17: @Metrorailinfo @wmata, it would be nice if you refunded customers at Farragut North who had to leave a dangerously crowded?",0,9,2017-08-24 04:12:54-04:00
900534960817410048,Thu Aug 24 01:47:20 +0000 2017,@metrorailinfo hot car hitting the ball sweat button. Car #5004,0,0,2017-08-23 21:47:20-04:00
900518831197650944,Thu Aug 24 00:43:14 +0000 2017,@unsuckdcmetro @Metrorailinfo can someone explain to me why redline stops fully 80% of the time northbound between noma and Rhode island?,0,0,2017-08-23 20:43:14-04:00
900506443895451648,Wed Aug 23 23:54:01 +0000 2017,Interesting: not loosing @ATT signal while traveling between tunnels on the blue line @Metrorailinfo. Tweeting from a tunnel right now.,0,0,2017-08-23 19:54:01-04:00
900504155491643392,Wed Aug 23 23:44:55 +0000 2017,@Metrorailinfo Should clarify that operator announcements are being heard as pure static,0,0,2017-08-23 19:44:55-04:00
900503361501503488,Wed Aug 23 23:41:46 +0000 2017,@Metrorailinfo speakers in car #6075 producing only static.,0,0,2017-08-23 19:41:46-04:00
900500099180179460,Wed Aug 23 23:28:48 +0000 2017,"@MetroRailInfo Blue line car 6098 is a #wmata #hotcar HT @1995hoo. Reported 4x in 2017, 10x since 2013. https://t.co/IzsQB53AXm",0,0,2017-08-23 19:28:48-04:00
900498581202903041,Wed Aug 23 23:22:46 +0000 2017,"@MetroRailInfo Car 6099 is a #wmata #hotcar HT @RyanTaugher. Reported 6x in 2017, 23x since 2013. https://t.co/maAv4hEPpY",0,0,2017-08-23 19:22:46-04:00
900498355637366787,Wed Aug 23 23:21:53 +0000 2017,@Metrorailinfo I moved to car #6099 to avoid @MetroHotCars and FYI the display is stuck at Fed Cent SW - 9 stops ag? https://t.co/BW6VhVJa69,0,0,2017-08-23 19:21:53-04:00
900497558648233984,Wed Aug 23 23:18:43 +0000 2017,RT @Metrorailinfo: Orange/Blue/Silver Line: Normal service has resumed at Rosslyn.,0,2,2017-08-23 19:18:43-04:00
900495653142441986,Wed Aug 23 23:11:08 +0000 2017,"@Metrorailinfo I was on this train, still outside Bethesda when it stopped.  Conductor made almost no effort to kee? https://t.co/gZrvGHa1Nf",1,0,2017-08-23 19:11:08-04:00
